"HGCN"	"ensembl"
"FAM174C"	"ENSG00000228300"
"OR2S1P"	"ENSG00000228307"
"CYP4F29P"	"ENSG00000228314"
"SPATA2P1"	"ENSG00000228319"
"RPL17P43"	"ENSG00000228331"
"OR9H1P"	"ENSG00000228336"
"MYL6BP1"	"ENSG00000228380"
"CCT6P1"	"ENSG00000228409"
"CDY4P"	"ENSG00000228411"
"PTMAP1"	"ENSG00000228415"
"ANKRD49P1"	"ENSG00000228446"
"SDAD1P1"	"ENSG00000228451"
"OST4"	"ENSG00000228474"
"C2orf92"	"ENSG00000228486"
"RAB11FIP1P1"	"ENSG00000228492"
"TMSB10P1"	"ENSG00000228499"
"RPL15P18"	"ENSG00000228501"
"EEF1A1P11"	"ENSG00000228502"
"SUMO2P21"	"ENSG00000228532"
"SPCS2P4"	"ENSG00000228589"
"FNDC10"	"ENSG00000228594"
"RPL7P52"	"ENSG00000228599"
"ZNF883"	"ENSG00000228623"
"RPL23AP58"	"ENSG00000228657"
"CES1P1"	"ENSG00000228695"
"ARL17B"	"ENSG00000228696"
"DHFR"	"ENSG00000228716"
"MTND2P12"	"ENSG00000228725"
"SAPCD1"	"ENSG00000228727"
"MRPL45P2"	"ENSG00000228782"
"HMGB3P4"	"ENSG00000228808"
"PABPC1P11"	"ENSG00000228810"
"ATP5MC2P4"	"ENSG00000228847"
"COX4I1P2"	"ENSG00000228869"
"EEF1DP1"	"ENSG00000228887"
"RASA4CP"	"ENSG00000228903"
"RPS13P2"	"ENSG00000228929"
"SNRPD2P1"	"ENSG00000228938"
"OR2A9P"	"ENSG00000228960"
"SUMO2P8"	"ENSG00000228976"
"PPIAP55"	"ENSG00000228979"
"RPL5P32"	"ENSG00000228992"
"MTND1P9"	"ENSG00000228995"
"PMS2P7"	"ENSG00000229018"
"MTCO1P25"	"ENSG00000229031"
"VDAC1P8"	"ENSG00000229036"
"PSMA6P2"	"ENSG00000229083"
"MTND1P10"	"ENSG00000229088"
"ANKRD20A8P"	"ENSG00000229089"
"HSPA8P8"	"ENSG00000229091"
"CALM2P2"	"ENSG00000229097"
"RPL41"	"ENSG00000229117"
"ACTG1P2"	"ENSG00000229129"
"EIF4A1P10"	"ENSG00000229132"
"RPS7P4"	"ENSG00000229133"
"ACTBP1"	"ENSG00000229145"
"TCP1P1"	"ENSG00000229161"
"RPL19P20"	"ENSG00000229168"
"HNRNPA1P8"	"ENSG00000229251"
"ST13P13"	"ENSG00000229256"
"HMGB1P45"	"ENSG00000229316"
"KRT8P12"	"ENSG00000229320"
"SREK1IP1P1"	"ENSG00000229336"
"MTCO2P12"	"ENSG00000229344"
"ACTG1P9"	"ENSG00000229349"
"DPY19L1P1"	"ENSG00000229358"
"OR8B9P"	"ENSG00000229386"
"HLA-DRB6"	"ENSG00000229391"
"SFTA3"	"ENSG00000229415"
"NPM1P25"	"ENSG00000229417"
"RALGAPA1P1"	"ENSG00000229419"
"RLIMP1"	"ENSG00000229456"
"ACTG1P11"	"ENSG00000229465"
"RGS17P1"	"ENSG00000229473"
"PATL2"	"ENSG00000229474"
"RPL21P37"	"ENSG00000229503"
"HNRNPA1P53"	"ENSG00000229534"
"RPL21P24"	"ENSG00000229554"
"GAPDHP58"	"ENSG00000229570"
"RPL21P44"	"ENSG00000229585"
"MYL12BP3"	"ENSG00000229596"
"PRDX3P1"	"ENSG00000229598"
"MTATP8P2"	"ENSG00000229604"
"RPL21P93"	"ENSG00000229605"
"RPL4P4"	"ENSG00000229638"
"NAMPTP1"	"ENSG00000229644"
"RPL26P6"	"ENSG00000229659"
"ZNF492"	"ENSG00000229676"
"LYPD9P"	"ENSG00000229703"
"RPL7P10"	"ENSG00000229752"
"RPS15P5"	"ENSG00000229806"
"ZNF688"	"ENSG00000229809"
"DDX50P1"	"ENSG00000229816"
"PET100"	"ENSG00000229833"
"PGA3"	"ENSG00000229859"
"HNRNPA1P6"	"ENSG00000229887"
"SEPTIN7P7"	"ENSG00000229897"
"RPL7P46"	"ENSG00000229917"
"RPS4XP5"	"ENSG00000229920"
"RHEBP1"	"ENSG00000229927"
"YWHAZP3"	"ENSG00000229932"
"EIF4EP2"	"ENSG00000229944"
"B3GALNT1P1"	"ENSG00000229948"
"RPS3AP7"	"ENSG00000229965"
"IQCF3"	"ENSG00000229972"
"HBBP1"	"ENSG00000229988"
"RPL5P4"	"ENSG00000229994"
"ANKRD36BP2"	"ENSG00000230006"
"PPIAP39"	"ENSG00000230018"
"UBBP1"	"ENSG00000230037"
"FAM197Y3"	"ENSG00000230066"
"HSPD1P6"	"ENSG00000230067"
"RPL10P6"	"ENSG00000230076"
"RPS3AP11"	"ENSG00000230116"
"ACBD6"	"ENSG00000230124"
"HNRNPA1P28"	"ENSG00000230170"
"IFITM3P4"	"ENSG00000230191"
"FTH1P5"	"ENSG00000230204"
"RPL4P5"	"ENSG00000230207"
"CIBAR1P2"	"ENSG00000230219"
"PHBP9"	"ENSG00000230224"
"SPATA31C1"	"ENSG00000230246"
"RPS24P21"	"ENSG00000230249"
"NFE4"	"ENSG00000230257"
"HERC2P4"	"ENSG00000230267"
"HNRNPA1P59"	"ENSG00000230280"
"DNAJB5P1"	"ENSG00000230335"
"FANCD2P2"	"ENSG00000230342"
"SPDYE21"	"ENSG00000230358"
"TPI1P2"	"ENSG00000230359"
"RPL4P3"	"ENSG00000230364"
"GOLGA6L5P"	"ENSG00000230373"
"ANAPC1P3"	"ENSG00000230395"
"RPL23P5"	"ENSG00000230406"
"TCEA1P2"	"ENSG00000230409"
"LRRC37A6P"	"ENSG00000230445"
"RPL7P4"	"ENSG00000230449"
"ANKRD18B"	"ENSG00000230453"
"PA2G4P4"	"ENSG00000230457"
"VENTXP4"	"ENSG00000230465"
"RPL5P26"	"ENSG00000230469"
"ATP6V1G1P7"	"ENSG00000230474"
"ATP5MC2P3"	"ENSG00000230482"
"RPL7AP8"	"ENSG00000230507"
"RPL19P21"	"ENSG00000230508"
"PPP5D1"	"ENSG00000230510"
"HMGB1P49"	"ENSG00000230519"
"NOS2P3"	"ENSG00000230528"
"HMGB1P11"	"ENSG00000230547"
"CCDC192"	"ENSG00000230561"
"FAM133DP"	"ENSG00000230562"
"RPL19P5"	"ENSG00000230580"
"ACTG1P14"	"ENSG00000230581"
"GTF2IRD1P1"	"ENSG00000230583"
"RPSAP8"	"ENSG00000230592"
"PPIAP40"	"ENSG00000230593"
"GPAA1P2"	"ENSG00000230596"
"RPS23P8"	"ENSG00000230629"
"KLF2P2"	"ENSG00000230646"
"CEACAM22P"	"ENSG00000230666"
"PABPC1P3"	"ENSG00000230673"
"FBXW4P1"	"ENSG00000230701"
"RPL10P3"	"ENSG00000230734"
"RPS29P5"	"ENSG00000230777"
"RPS3AP13"	"ENSG00000230783"
"HLA-K"	"ENSG00000230795"
"YY2"	"ENSG00000230797"
"AGAP10P"	"ENSG00000230869"
"MFSD13B"	"ENSG00000230872"
"STMND1"	"ENSG00000230873"
"RPS18P12"	"ENSG00000230897"
"NPM1P51"	"ENSG00000230913"
"MTCO1P53"	"ENSG00000230916"
"TMBIM7P"	"ENSG00000230927"
"RPS3P1"	"ENSG00000230935"
"HNRNPA1P68"	"ENSG00000230946"
"CAPZA1P1"	"ENSG00000230956"
"DSTNP1"	"ENSG00000230982"
"RPL23AP11"	"ENSG00000230988"
"HSBP1"	"ENSG00000230989"
"RPL12P15"	"ENSG00000230993"
"RPL7P32"	"ENSG00000231006"
"RPS27P10"	"ENSG00000231017"
"OR52B5P"	"ENSG00000231049"
"NPM1P9"	"ENSG00000231066"
"GAPDHP64"	"ENSG00000231072"
"RPL7P56"	"ENSG00000231164"
"YBX1P2"	"ENSG00000231167"
"EEF1B2P1"	"ENSG00000231169"
"OR5H1"	"ENSG00000231192"
"TRGVB"	"ENSG00000231202"
"ZNF826P"	"ENSG00000231205"
"HNRNPA1P25"	"ENSG00000231206"
"SKP1P1"	"ENSG00000231234"
"OR6K1P"	"ENSG00000231237"
"KLF2P1"	"ENSG00000231240"
"RPS3AP3"	"ENSG00000231241"
"C1DP1"	"ENSG00000231245"
"CFAP97D1"	"ENSG00000231256"
"ANAPC1P2"	"ENSG00000231259"
"EZH2P1"	"ENSG00000231300"
"RPL34P6"	"ENSG00000231333"
"ACTG1P10"	"ENSG00000231340"
"BEND3P1"	"ENSG00000231345"
"HLA-DPA1"	"ENSG00000231389"
"HSP90AA3P"	"ENSG00000231434"
"RPL21P35"	"ENSG00000231494"
"RPS18"	"ENSG00000231500"
"PTMAP4"	"ENSG00000231503"
"SEPTIN14P21"	"ENSG00000231512"
"RPL3P5"	"ENSG00000231546"
"OR55B1P"	"ENSG00000231548"
"PDE4DIPP6"	"ENSG00000231551"
"RPL7P21"	"ENSG00000231579"
"FAHD2CP"	"ENSG00000231584"
"OGFOD1P1"	"ENSG00000231665"
"EIF1P3"	"ENSG00000231684"
"RPL21P43"	"ENSG00000231688"
"PABPC1P1"	"ENSG00000231707"
"TSPAN19"	"ENSG00000231738"
"EMBP1"	"ENSG00000231752"
"RPS27AP5"	"ENSG00000231767"
"PA2G4P6"	"ENSG00000231799"
"NPM1P48"	"ENSG00000231821"
"SMC3P1"	"ENSG00000231822"
"DPY19L4P2"	"ENSG00000231839"
"CYP21A2"	"ENSG00000231852"
"SNRPFP1"	"ENSG00000231878"
"PRH1"	"ENSG00000231887"
"MAP1LC3BP1"	"ENSG00000231909"
"PSG1"	"ENSG00000231924"
"TAPBP"	"ENSG00000231925"
"RPS7P3"	"ENSG00000231940"
"HNRNPA1P36"	"ENSG00000231942"
"FAM238B"	"ENSG00000231976"
"ANXA2P2"	"ENSG00000231991"
"CLCN3P1"	"ENSG00000232000"
"FAAHP1"	"ENSG00000232022"
"ZBED9"	"ENSG00000232040"
"NPM1P34"	"ENSG00000232054"
"SLC4A1APP1"	"ENSG00000232060"
"PNLIPP1"	"ENSG00000232091"
"TMA7"	"ENSG00000232112"
"MCTS1"	"ENSG00000232119"
"DYTN"	"ENSG00000232125"
"RPS15AP12"	"ENSG00000232134"
"DUXAP7"	"ENSG00000232136"
"RPS25P9"	"ENSG00000232142"
"FERP1"	"ENSG00000232149"
"ST13P4"	"ENSG00000232150"
"MTND4P24"	"ENSG00000232177"
"FTH1P7"	"ENSG00000232187"
"MTRNR2L4"	"ENSG00000232196"
"RPL3P8"	"ENSG00000232199"
"RPL36AP16"	"ENSG00000232228"
"TPM4P1"	"ENSG00000232230"
"OR52I1"	"ENSG00000232268"
"FTH1P1"	"ENSG00000232273"
"MTND1P32"	"ENSG00000232282"
"RPS27AP2"	"ENSG00000232333"
"RPL4P2"	"ENSG00000232341"
"FTLP2"	"ENSG00000232368"
"PPIAP35"	"ENSG00000232369"
"RPS3AP25"	"ENSG00000232385"
"SMIM26"	"ENSG00000232388"
"RPL5P6"	"ENSG00000232393"
"PPIAP70"	"ENSG00000232407"
"RPL21P131"	"ENSG00000232429"
"RPL18AP7"	"ENSG00000232439"
"EEF1B2P3"	"ENSG00000232472"
"RPL12P11"	"ENSG00000232493"
"RPL3P12"	"ENSG00000232496"
"MTCO1P14"	"ENSG00000232551"
"RSU1P2"	"ENSG00000232554"
"RPL23AP35"	"ENSG00000232568"
"RPL3P4"	"ENSG00000232573"
"EEF1A1P3"	"ENSG00000232587"
"KANTR"	"ENSG00000232593"
"HLA-DQB2"	"ENSG00000232629"
"GOLGA8N"	"ENSG00000232653"
"LDHBP1"	"ENSG00000232662"
"RPS12P3"	"ENSG00000232713"
"RPS17P7"	"ENSG00000232723"
"MTCO3P21"	"ENSG00000232752"
"ETF1P1"	"ENSG00000232757"
"GAPDHP74"	"ENSG00000232780"
"TNF"	"ENSG00000232810"
"RPS2P32"	"ENSG00000232818"
"PET117"	"ENSG00000232838"
"KAT7P1"	"ENSG00000232842"
"RPL34P27"	"ENSG00000232858"
"LYRM9"	"ENSG00000232859"
"SEC1P"	"ENSG00000232871"
"RPS11P5"	"ENSG00000232888"
"DDX3P1"	"ENSG00000232928"
"RPL23AP87"	"ENSG00000232938"
"HMGN2P20"	"ENSG00000232963"
"RPS12P18"	"ENSG00000232965"
"UBTFL11"	"ENSG00000233007"
"FAM157B"	"ENSG00000233013"
"NPIPA9"	"ENSG00000233024"
"RPL15P5"	"ENSG00000233045"
"EEF1A1P14"	"ENSG00000233057"
"RPS15AP6"	"ENSG00000233072"
"RAB6D"	"ENSG00000233087"
"EEF1A1P26"	"ENSG00000233167"
"RPS24P13"	"ENSG00000233190"
"RPL21P134"	"ENSG00000233254"
"FAM238A"	"ENSG00000233261"
"HMGB1P31"	"ENSG00000233266"
"SNRPEP4"	"ENSG00000233270"
"GPX1"	"ENSG00000233276"
"EEF1A1P34"	"ENSG00000233324"
"MIPEPP3"	"ENSG00000233325"
"USP32P2"	"ENSG00000233327"
"PFN1P1"	"ENSG00000233328"
"GTF2IP4"	"ENSG00000233369"
"RPS2P48"	"ENSG00000233380"
"NKAPP1"	"ENSG00000233382"
"RPS25P3"	"ENSG00000233416"
"EIF3FP3"	"ENSG00000233426"
"PPIAP65"	"ENSG00000233428"
"CBLL1P1"	"ENSG00000233433"
"PMS2P9"	"ENSG00000233448"
"RPL35AP31"	"ENSG00000233460"
"EEF1A1P6"	"ENSG00000233476"
"EFCAB15P"	"ENSG00000233483"
"RPSAP69"	"ENSG00000233487"
"HNRNPA1P60"	"ENSG00000233497"
"RPL7P35"	"ENSG00000233518"
"EIF4EP1"	"ENSG00000233578"
"BTF3P5"	"ENSG00000233594"
"OR6C66P"	"ENSG00000233606"
"DDX11L10"	"ENSG00000233614"
"HNRNPA1P42"	"ENSG00000233615"
"CYP2T1P"	"ENSG00000233622"
"CENPNP1"	"ENSG00000233671"
"ANAPC1P1"	"ENSG00000233673"
"HNRNPA1P27"	"ENSG00000233680"
"PRR23C"	"ENSG00000233701"
"RPL22P11"	"ENSG00000233707"
"RPL27P7"	"ENSG00000233741"
"RPL36AP13"	"ENSG00000233747"
"CICP27"	"ENSG00000233750"
"RPL21P36"	"ENSG00000233752"
"RPS15P4"	"ENSG00000233762"
"HNRNPA1P30"	"ENSG00000233780"
"ZNF90P3"	"ENSG00000233782"
"CDC27P1"	"ENSG00000233786"
"H2BC15"	"ENSG00000233822"
"EIF3LP2"	"ENSG00000233837"
"SELENOTP1"	"ENSG00000233846"
"ADH5P4"	"ENSG00000233859"
"LLPHP3"	"ENSG00000233868"
"RPL7P44"	"ENSG00000233873"
"GAPDHP68"	"ENSG00000233876"
"PAIP1P1"	"ENSG00000233892"
"RPL10P9"	"ENSG00000233913"
"RPSAP13"	"ENSG00000233924"
"RPS28"	"ENSG00000233927"
"RPL21P38"	"ENSG00000233934"
"UQCRHL"	"ENSG00000233954"
"ATP8A2P3"	"ENSG00000233963"
"RPS20P10"	"ENSG00000233971"
"RPSAP14"	"ENSG00000233984"
"GDI2P2"	"ENSG00000233994"
"MTATP6P27"	"ENSG00000234003"
"RPL5P34"	"ENSG00000234009"
"RPS3AP44"	"ENSG00000234031"
"TXNP6"	"ENSG00000234036"
"RPL10P12"	"ENSG00000234040"
"RPL5P10"	"ENSG00000234067"
"RPS15AP11"	"ENSG00000234093"
"SRP14P2"	"ENSG00000234106"
"RPL7P36"	"ENSG00000234109"
"RPL13AP6"	"ENSG00000234118"
"EEF1GP8"	"ENSG00000234125"
"TRIM26"	"ENSG00000234127"
"COX6CP13"	"ENSG00000234144"
"NAP1L4P3"	"ENSG00000234145"
"HSPA8P1"	"ENSG00000234176"
"C16orf82"	"ENSG00000234186"
"RPS26P38"	"ENSG00000234192"
"RPL7L1P1"	"ENSG00000234227"
"ANAPC1P4"	"ENSG00000234231"
"PDE4DIPP7"	"ENSG00000234232"
"RPL7P13"	"ENSG00000234253"
"COX7BP2"	"ENSG00000234274"
"ZNF879"	"ENSG00000234284"
"PSIP1P1"	"ENSG00000234297"
"RPS12P2"	"ENSG00000234319"
"ST13P18"	"ENSG00000234322"
"RPL9P2"	"ENSG00000234324"
"RPS4XP11"	"ENSG00000234335"
"RPS26P47"	"ENSG00000234354"
"RPSAP31"	"ENSG00000234371"
"OR7E162P"	"ENSG00000234386"
"PPIAP34"	"ENSG00000234397"
"ZNF37BP"	"ENSG00000234420"
"ZNF736"	"ENSG00000234444"
"PINLYP"	"ENSG00000234465"
"HDGFL3P1"	"ENSG00000234466"
"ZNF101P2"	"ENSG00000234473"
"AP1B1P1"	"ENSG00000234479"
"RPL27P6"	"ENSG00000234488"
"HNRNPA1P51"	"ENSG00000234491"
"RHOXF1P1"	"ENSG00000234493"
"RPL13AP20"	"ENSG00000234498"
"PTGES3P1"	"ENSG00000234518"
"FAM133B"	"ENSG00000234545"
"BIN2P1"	"ENSG00000234568"
"CCT6P3"	"ENSG00000234585"
"JRK"	"ENSG00000234616"
"RPSAP9"	"ENSG00000234618"
"RPL7P11"	"ENSG00000234619"
"HMGN2P5"	"ENSG00000234664"
"ACTL11P"	"ENSG00000234667"
"NPIPB2"	"ENSG00000234719"
"HLA-B"	"ENSG00000234745"
"WASH4P"	"ENSG00000234769"
"TPT1P9"	"ENSG00000234782"
"EEF1GP5"	"ENSG00000234785"
"RFTN1P1"	"ENSG00000234795"
"RPS3AP6"	"ENSG00000234797"
"MORF4"	"ENSG00000234801"
"FAM197Y2"	"ENSG00000234803"
"XRCC6P2"	"ENSG00000234825"
"IQCM"	"ENSG00000234828"
"FAM197Y9"	"ENSG00000234830"
"PPIAP78"	"ENSG00000234838"
"RPL23AP42"	"ENSG00000234851"
"HNRNPUL2-BSCL2"	"ENSG00000234857"
"EIF3EP1"	"ENSG00000234882"
"KPNB1P1"	"ENSG00000234889"
"TEX21P"	"ENSG00000234911"
"ATP5PDP4"	"ENSG00000234925"
"FABP5P7"	"ENSG00000234964"
"AARSD1P1"	"ENSG00000234969"
"FTH1P2"	"ENSG00000234975"
"RPS3AP28"	"ENSG00000234995"
"ACTG1P25"	"ENSG00000234996"
"TECRP1"	"ENSG00000235043"
"RPL7P8"	"ENSG00000235045"
"VDAC1P4"	"ENSG00000235060"
"SLC25A5P2"	"ENSG00000235064"
"RPL24P2"	"ENSG00000235065"
"SUMO1P3"	"ENSG00000235082"
"CHCHD2P6"	"ENSG00000235084"
"ANKRD65"	"ENSG00000235098"
"BRD3OS"	"ENSG00000235106"
"ZSCAN31"	"ENSG00000235109"
"HSPE1P27"	"ENSG00000235112"
"HSP90AB6P"	"ENSG00000235137"
"RPSAP16"	"ENSG00000235145"
"C12orf75"	"ENSG00000235162"
"SMIM1"	"ENSG00000235169"
"HGH1"	"ENSG00000235173"
"SRP14P3"	"ENSG00000235183"
"PPP1R3E"	"ENSG00000235194"
"TSPY26P"	"ENSG00000235217"
"RPL31P17"	"ENSG00000235225"
"SUMO2P1"	"ENSG00000235238"
"RPL5P28"	"ENSG00000235264"
"RAMACL"	"ENSG00000235272"
"FAUP1"	"ENSG00000235297"
"MRPL53P1"	"ENSG00000235299"
"RPL12P25"	"ENSG00000235330"
"RPSAP76"	"ENSG00000235332"
"RPS29P16"	"ENSG00000235354"
"SNRPGP10"	"ENSG00000235363"
"DNM1P51"	"ENSG00000235370"
"SPAAR"	"ENSG00000235387"
"DRG1P1"	"ENSG00000235411"
"RPL29P30"	"ENSG00000235420"
"DPY19L2P4"	"ENSG00000235436"
"ESRRAP2"	"ENSG00000235438"
"SMIM27"	"ENSG00000235453"
"RPS26P31"	"ENSG00000235459"
"RPL21P135"	"ENSG00000235482"
"DBF4P1"	"ENSG00000235489"
"CASP4LP"	"ENSG00000235505"
"RPS2P7"	"ENSG00000235508"
"HEBP2P1"	"ENSG00000235548"
"RPL6P27"	"ENSG00000235552"
"NOP56P1"	"ENSG00000235559"
"NFAM1"	"ENSG00000235568"
"GAPDHP65"	"ENSG00000235587"
"GAPDHP23"	"ENSG00000235595"
"NSRP1P1"	"ENSG00000235613"
"FAM21EP"	"ENSG00000235618"
"RPL10P5"	"ENSG00000235644"
"H3P6"	"ENSG00000235655"
"RPL21P40"	"ENSG00000235670"
"LDHAP2"	"ENSG00000235674"
"NPM1P26"	"ENSG00000235677"
"PPIAP20"	"ENSG00000235686"
"PA2G4P2"	"ENSG00000235698"
"CYCSP52"	"ENSG00000235700"
"GABPAP"	"ENSG00000235720"
"KIAA0040"	"ENSG00000235750"
"SNRPGP5"	"ENSG00000235763"
"RPL36AP26"	"ENSG00000235828"
"HSP90AB7P"	"ENSG00000235838"
"LDHAP7"	"ENSG00000235847"
"MRPS18CP7"	"ENSG00000235916"
"RPL21P30"	"ENSG00000235937"
"ZNF815P"	"ENSG00000235944"
"COX7CP1"	"ENSG00000235957"
"RPL7AP53"	"ENSG00000235962"
"GRAMD4P2"	"ENSG00000235992"
"OR5H14"	"ENSG00000236032"
"FABP5P2"	"ENSG00000236044"
"SSBL5P"	"ENSG00000236048"
"RPL17P36"	"ENSG00000236058"
"LDHAP3"	"ENSG00000236090"
"ZBTB22"	"ENSG00000236104"
"RPL23AP37"	"ENSG00000236148"
"MRPS36P1"	"ENSG00000236152"
"ZPLD2P"	"ENSG00000236155"
"RPL18AP15"	"ENSG00000236189"
"RPS15AP25"	"ENSG00000236191"
"PPIAP64"	"ENSG00000236259"
"RPL26P30"	"ENSG00000236264"
"PEBP1P3"	"ENSG00000236278"
"NDUFB9P2"	"ENSG00000236281"
"NPM1P8"	"ENSG00000236285"
"ZBED5"	"ENSG00000236287"
"GUSBP5"	"ENSG00000236296"
"RPL34P34"	"ENSG00000236312"
"SLFN14"	"ENSG00000236320"
"RPL32P5"	"ENSG00000236325"
"RPL5P9"	"ENSG00000236330"
"PPIAL4G"	"ENSG00000236334"
"CCDC200"	"ENSG00000236383"
"FAM157A"	"ENSG00000236438"
"UBE2L5"	"ENSG00000236444"
"HNRNPA1P22"	"ENSG00000236459"
"EIF2S2P3"	"ENSG00000236493"
"KLF2P4"	"ENSG00000236516"
"NPM1P40"	"ENSG00000236523"
"RPS12P4"	"ENSG00000236533"
"H3P36"	"ENSG00000236534"
"HNRNPA1P54"	"ENSG00000236539"
"RPS27AP7"	"ENSG00000236549"
"RPL13AP5"	"ENSG00000236552"
"IFITM3P1"	"ENSG00000236562"
"YWHAQP5"	"ENSG00000236564"
"RANP1"	"ENSG00000236603"
"ZNF853"	"ENSG00000236609"
"HNRNPA1P47"	"ENSG00000236695"
"EIF1AXP1"	"ENSG00000236698"
"ARHGEF38"	"ENSG00000236699"
"RBMY2QP"	"ENSG00000236718"
"RPL31P63"	"ENSG00000236735"
"RPL19P16"	"ENSG00000236762"
"RPL21P23"	"ENSG00000236776"
"ZNF593OS"	"ENSG00000236782"
"RPL24P8"	"ENSG00000236801"
"RPS3AP12"	"ENSG00000236804"
"GAPDHP2"	"ENSG00000236811"
"ANKRD20A7P"	"ENSG00000236816"
"SSBL2P"	"ENSG00000236852"
"PPIAP36"	"ENSG00000236872"
"RPS13P3"	"ENSG00000236913"
"FABP5P1"	"ENSG00000236972"
"CTDSPL2P1"	"ENSG00000236988"
"RPL12P12"	"ENSG00000236992"
"GAPDHP21"	"ENSG00000236993"
"ZNRF2P1"	"ENSG00000237004"
"USP9YP3"	"ENSG00000237023"
"RPL21P33"	"ENSG00000237024"
"RPS28P4"	"ENSG00000237039"
"RPL34P1"	"ENSG00000237049"
"NANOGP4"	"ENSG00000237065"
"COX5BP6"	"ENSG00000237082"
"RPL21P111"	"ENSG00000237109"
"RPL12P27"	"ENSG00000237169"
"RPS7P15"	"ENSG00000237170"
"B3GNT9"	"ENSG00000237172"
"CDKN2AIPNL"	"ENSG00000237190"
"SULT1C2P1"	"ENSG00000237223"
"OR13K1P"	"ENSG00000237225"
"RPS3AP39"	"ENSG00000237226"
"BMS1P10"	"ENSG00000237238"
"FTH1P11"	"ENSG00000237264"
"RSL24D1P8"	"ENSG00000237273"
"HNRNPA1P2"	"ENSG00000237285"
"SMG1P1"	"ENSG00000237296"
"MTCO1P19"	"ENSG00000237300"
"SRRM1P3"	"ENSG00000237307"
"RPL12P39"	"ENSG00000237314"
"RPL7L1P10"	"ENSG00000237322"
"RNF223"	"ENSG00000237330"
"CDC42P6"	"ENSG00000237350"
"PATE4"	"ENSG00000237353"
"CBX1P3"	"ENSG00000237379"
"NT5DC1P1"	"ENSG00000237381"
"NDUFA9P1"	"ENSG00000237406"
"XRCC6P1"	"ENSG00000237417"
"RPSAP2"	"ENSG00000237425"
"ZIK1P1"	"ENSG00000237426"
"RPSAP11"	"ENSG00000237433"
"CECR7"	"ENSG00000237438"
"ZNF737"	"ENSG00000237440"
"RGL2"	"ENSG00000237441"
"HNRNPA1P57"	"ENSG00000237442"
"C10orf143"	"ENSG00000237489"
"RPSAP15"	"ENSG00000237506"
"SHISA9"	"ENSG00000237515"
"DGCR5"	"ENSG00000237517"
"NONOP2"	"ENSG00000237522"
"HLA-DQA2"	"ENSG00000237541"
"IGHJ2P"	"ENSG00000237547"
"KIFC1"	"ENSG00000237649"
"C2orf74"	"ENSG00000237651"
"RPS15AP38"	"ENSG00000237668"
"RPL30P4"	"ENSG00000237676"
"IRGM"	"ENSG00000237693"
"EEF1A1P28"	"ENSG00000237709"
"MTCO3P11"	"ENSG00000237711"
"RPS5P8"	"ENSG00000237730"
"CT75"	"ENSG00000237732"
"NPAP1P3"	"ENSG00000237740"
"EEF1A1P30"	"ENSG00000237757"
"BANF1P3"	"ENSG00000237758"
"AMY1A"	"ENSG00000237763"
"FAM200B"	"ENSG00000237765"
"RPL18AP16"	"ENSG00000237793"
"HNRNPA1P39"	"ENSG00000237804"
"RPL21P109"	"ENSG00000237816"
"RPS3AP29"	"ENSG00000237818"
"ST13P7"	"ENSG00000237821"
"PA2G4P1"	"ENSG00000237828"
"FAM21FP"	"ENSG00000237840"
"SMU1P1"	"ENSG00000237842"
"LINC00674"	"ENSG00000237854"
"EEF1A1P31"	"ENSG00000237859"
"PPIAP13"	"ENSG00000237882"
"RPL23AP32"	"ENSG00000237887"
"MTCO1P12"	"ENSG00000237973"
"PTENP1"	"ENSG00000237984"
"OR2I1P"	"ENSG00000237988"
"RPL35P1"	"ENSG00000237991"
"PSME2P1"	"ENSG00000238000"
"RPL10P4"	"ENSG00000238003"
"CDC26P1"	"ENSG00000238072"
"LRRC37A2"	"ENSG00000238083"
"PPP1R26P1"	"ENSG00000238086"
"ABCA17P"	"ENSG00000238098"
"RPL9P7"	"ENSG00000238103"
"GOLGA2P5"	"ENSG00000238105"
"RPS13P4"	"ENSG00000238111"
"RAD21P1"	"ENSG00000238116"
"TUBAP8"	"ENSG00000238145"
"MLLT10P1"	"ENSG00000238151"
"USP9YP4"	"ENSG00000238154"
"RPS2P35"	"ENSG00000238172"
"RPL21P34"	"ENSG00000238180"
"TMEM250"	"ENSG00000238227"
"MTCYBP14"	"ENSG00000238236"
"CCR12P"	"ENSG00000238241"
"OR2W3"	"ENSG00000238243"
"HMGN2P17"	"ENSG00000238249"
"NSA2P7"	"ENSG00000238251"
"RPL5P22"	"ENSG00000239198"
"RPL21P6"	"ENSG00000239199"
"RPL21P106"	"ENSG00000239201"
"RPS20P22"	"ENSG00000239218"
"RPL34P31"	"ENSG00000239223"
"RPL23AP1"	"ENSG00000239257"
"TXNDC5"	"ENSG00000239264"
"RPSAP4"	"ENSG00000239269"
"RPL21P10"	"ENSG00000239272"
"CASTOR1"	"ENSG00000239282"
"RNF103"	"ENSG00000239305"
"RBM14"	"ENSG00000239306"
"HNRNPA1P26"	"ENSG00000239345"
"NPM1P29"	"ENSG00000239351"
"ALKBH6"	"ENSG00000239382"
"ASB14"	"ENSG00000239388"
"CYP4F62P"	"ENSG00000239402"
"RPL21P71"	"ENSG00000239412"
"RPS27P23"	"ENSG00000239413"
"RPL7P38"	"ENSG00000239473"
"RPS3AP41"	"ENSG00000239481"
"RPS15AP16"	"ENSG00000239483"
